commande_id,client_id,produit_id,date_commande,quantite,remise_pct,canal_vente,mode_paiement,statut_commande,note_client,commentaire_client,created_at,updated_at,devise,prix_unitaire_commande
CMD00960,C0049,P049,2025-09-15,1,5.0,Marketplace,Virement,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,28.64
CMD00136,C0090,P033,2025-03-18,1,0.0,Marketplace,Carte bancaire,Livrée,4.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.68
CMD00680,C0150,P064,2026-01-01,5,10.0,Application,Carte cadeau,Retournée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,30.95
CMD00370,C0030,P003,2025-08-19,2,0.0,Application,Carte bancaire,En cours,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.01
CMD00861,C0077,P069,2025-08-23,4,10.0,Site web,Carte cadeau,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.56
CMD00248,C0088,P017,2025-09-07,1,25.0,Application,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.02
CMD00351,C0155,P054,2025-12-14,2,0.0,Boutique,PayPal,Livrée,,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.84
CMD00435,C0062,P040,2025-03-05,1,10.0,Marketplace,Carte bancaire,En cours,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.0
CMD00419,C0076,P020,2025-11-29,1,10.0,Marketplace,Carte bancaire,Annulée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.08
CMD00549,C0135,P058,2025-04-25,1,0.0,Marketplace,Carte bancaire,En cours,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,101.77
CMD01033,C0097,P042,2025-05-10,1,0.0,Marketplace,Carte cadeau,Retournée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,35.58
CMD00822,C0148,P037,2025-08-24,2,,Application,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,50.01
CMD00719,C0005,P075,2025-11-18,1,0.0,Application,Virement,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.95
CMD00804,C0010,P048,2025-12-29,2,10.0,Site web,Carte bancaire,Livrée,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,66.8
CMD00669,C0023,P060,2025-01-02,5,0.0,Application,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.74
CMD00595,C0151,P070,2025-10-25,8,0.0,Application,Virement,Livrée,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,146.07
CMD00147,C0101,P020,2025-06-06,1,0.0,Site web,Carte bancaire,En cours,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.76
CMD00638,C0145,P022,2025-07-04,1,,Site web,Virement,En cours,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,8.66
CMD00864,C0033,P049,2025-11-16,3,5.0,Application,Carte bancaire,Retournée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,29.43
CMD01047,C0048,P022,2025-09-04,3,0.0,Site web,Carte bancaire,Retournée,1.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,7.73
CMD00327,C0127,P048,2025-08-28,10,10.0,Site web,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,68.26
CMD01003,C0127,P074,2025-08-28,1,,Site web,Carte cadeau ,Livrée,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.62
CMD00141,C0122,P025,2025-12-22,1,5.0,Site web,Carte bancaire,Livrée,3.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.82
CMD00962,C0139,P020,2025-03-30,1,0.0,Site web,PayPal,Livrée,2.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,53.67
CMD00475,C0119,P011,2025-08-11,1,5.0,Site web,PayPal,Livrée,,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.39
CMD00426,C0082,P051,2025-07-16,4,30.0,Site web,Carte bancaire,En cours,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.68
CMD00798,C0139,P071,2025-10-10,1,30.0,Site web,Virement,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,53.76
CMD01017,C0091,P015,2025-05-24,1,0.0,Boutique,Carte bancaire,Livrée,3.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,87.55
CMD00027,C0109,P014,2025-12-10,8,30.0,Site web,Virement,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.45
CMD00156,C0158,P072,2025-04-19,1,5.0,Application,Carte bancaire,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,21.55
CMD00949,C0035,P049,2025-08-22,2,0.0,Application,Virement,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,30.67
CMD00442,C0160,P003,2025-06-07,2,5.0,Application,Virement,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.09
CMD00705,C0127,P056,2025-08-11,1,0.0,Application,Carte bancaire,En cours,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.61
CMD00729,C0073,P003,2025-07-08,6,10.0,Site web,Carte cadeau,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.96
CMD00495,C0009,P066,2025-05-14,5,5.0,Application,PayPal,Livrée,,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.65
CMD00575,C0021,P004,2026-02-20,1,10.0,Site web,Carte bancaire,Retournée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,56.68
CMD00971,C0051,P002,2025-09-27,1,5.0,Site web,Carte cadeau,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,61.83
CMD00452,C0155,P036,2025-07-06,1,0.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.07
CMD00100,C0150,P031,2025-12-16,2,10.0,Site web,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00349,C0009,P049,2026-02-11,1,,Site web,Carte bancaire,Livrée,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,27.81
CMD00428,C0056,P045,2026-01-11,2,10.0,Site web,Virement,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,59.25
CMD00879,C0059,P009,2025-12-17,1,0.0,Application,Carte bancaire,Annulée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.46
CMD00167,C0032,P063,2026-02-19,4,0.0,Marketplace,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,21.45
CMD00345,C0031,P069,2025-08-03,1,0.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,37.55
CMD00631,C0048,P039,2025-05-28,1,0.0,Site web,Carte bancaire,Livrée,,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,78.78
CMD00024,C0076,P041,2025-11-25,2,10.0,Application,PayPal,Annulée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,4087.35
CMD00589,C0030,P012,2025-02-13,2,,Marketplace,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,73.82
CMD00205,C0121,P004,2025-11-04,3,5.0,Site web,Carte bancaire,Livrée,,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.54
CMD00034,C0124,P035,2026-01-29,1,0.0,Site web,Carte bancaire,Livrée,4.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-10.49
CMD00198,C0056,P009,2026-03-31,3,15.0,Site web,PayPal,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,40.87
CMD00619,C0085,P065,2025-02-08,3,5.0,Site web,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,91.58
CMD00877,C0136,P073,2025-03-24,1,0.0,Site web,PayPal,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,59.88
CMD00736,C0012,P060,2026-02-16,2,10.0,Marketplace,Carte cadeau,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.95
CMD00679,C0132,P016,2025-04-22,1,0.0,Marketplace,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,117.84
CMD01010,C0038,P053,2027-01-24,1,10.0,Site web,Carte bancaire,Livrée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,25.16
CMD00914,C0121,P035,2025-12-26,3,0.0,Application,Virement,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-10.91
CMD00010,C0147,P050,2025-10-29,1,5.0,Boutique,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.87
CMD00011,C0112,P023,2026-01-24,2,20.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,27.38
CMD00080,C0125,P013,2025-08-31,6,0.0,Application,PayPal,Annulée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,97.43
CMD00616,C0026,P011,2026-02-04,2,0.0,Application,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.62
CMD00702,C0153,P021,2025-05-11,1,15.0,Site web,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,88.46
CMD00119,C0004,P020,2025-12-19,1,10.0,Marketplace,Virement,Livrée,3.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.09
CMD00997,C0039,P052,2026-01-01,1,0.0,Application,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,77.19
CMD00235,C0085,P044,2025-10-23,10,0.0,Marketplace,Carte bancaire,En cours,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,104.91
CMD00554,C0043,P032,2025-09-20,2,20.0,Application,Carte bancaire,Livrée,,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,106.35
CMD00579,C0048,P006,2026-01-25,3,15.0,Site web,Carte bancaire,Livrée,5.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.99
CMD00290,C0041,P018,2025-10-06,2,0.0,Site web,PayPal,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,81.37
CMD00217,C0024,P035,2025-04-14,1,0.0,Application,Carte bancaire,Annulée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-10.47
CMD00050,C0041,P001,2025-06-29,2,0.0,Marketplace,Virement,Livrée,1.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,124.19
CMD00921,C0069,P035,2026-01-21,2,0.0,Site web,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-9.91
CMD00467,C0052,P055,2025-11-06,2,0.0,Site web,Carte bancaire,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.41
CMD00955,C0079,P073,2025-03-18,5,0.0,Application,Carte bancaire,En cours,1.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,50.71
CMD00566,C0117,P009,2026-12-25,2,15.0,Site web,Virement,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.79
CMD00652,C0105,P066,2025-08-19,2,5.0,Site web,Carte bancaire,Retournée,3.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.73
CMD00145,C0011,P071,2025-07-07,3,15.0,Site web,Carte bancaire,Livrée,,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.47
CMD00523,C0099,P060,2025-02-03,5,15.0,Application,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.27
CMD00730,C0050,P028,2025-04-26,1,5.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,225.09
CMD00833,C0068,P052,2025-12-16,2,0.0,Marketplace,Carte bancaire,Livrée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,79.1
CMD00334,C0038,P025,2025-03-23,10,15.0,Application,Carte bancaire,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.9
CMD00113,C0134,P011,2025-03-03,1,0.0,Site web,PayPal,Livrée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.99
CMD00469,C0020,P026,2025-03-31,2,0.0,Site web,PayPal,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,131.73
CMD00612,C0033,P065,2025-04-16,5,10.0,Site web,Carte bancaire,Retournée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,93.48
CMD00361,C0093,P047,2025-11-03,8,20.0,Site web,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,33.2
CMD00683,C0100,P055,2026-02-05,4,5.0,Marketplace,Carte bancaire,Annulée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,62.95
CMD00712,C0003,P003,2025-11-25,1,5.0,Marketplace,Carte cadeau,Livrée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,53.6
CMD00701,C0100,P006,2025-04-26,1,30.0,Boutique,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.44
CMD00339,C0031,P008,2025-02-08,2,0.0,Site web,Carte bancaire,Livrée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.51
CMD00878,C0055,P003,2026-03-30,2,5.0,Application,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,56.12
CMD00999,C0157,P058,2025-03-07,2,5.0,Application,Carte bancaire,Livrée,2.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,104.04
CMD00688,C0030,P052,2025-08-01,2,0.0,Application,PayPal,Livrée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,90.59
CMD00636,C0104,P009,2025-06-10,4,0.0,Marketplace,Carte bancaire,Livrée,3.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.79
CMD00352,C0007,P042,2025-04-02,4,10.0,Application,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.66
CMD00717,C0089,P017,2026-02-13,3,5.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,17.57
CMD00727,C0114,P007,2025-06-01,1,0.0,Marketplace,PayPal,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,80.9
CMD00990,C0052,P010,2025-11-19,1,0.0,Site web,Carte bancaire,Annulée,2.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,23.19
CMD00754,C0135,P020,2025-12-15,1,10.0,Boutique,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,45.62
CMD00772,C0031,P057,2025-05-08,1,0.0,Site web,PayPal,Livrée,5.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,74.28
CMD00412,C0048,P067,2025-03-14,1,5.0,Marketplace,Virement,Livrée,3.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,65.83
CMD00323,C0123,P002,2025-07-03,1,25.0,Application,Carte bancaire,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,61.6
CMD00776,C0124,P017,2025-07-29,1,10.0,Site web,Carte bancaire,Retournée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.41
CMD00703,C0052,P061,2026-03-18,5,,Site web,Virement,Annulée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.68
CMD00910,C0111,P072,2025-09-21,2,0.0,Application,Carte bancaire,En cours,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,22.37
CMD00184,C0043,P052,2026-02-28,3,5.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,80.69
CMD00892,C0079,P057,2025-06-20,1,10.0,Site web,Carte cadeau,Livrée,3.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,72.19
CMD00368,C0148,P030,2025-09-11,3,0.0,Site web,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.73
CMD00807,C0120,P069,2025-07-23,4,10.0,Site web,Carte cadeau,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.67
CMD00462,C0138,P043,2025-10-16,1,20.0,Boutique,Virement,Livrée,2.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00343,C0022,P033,2025-07-15,3,0.0,Marketplace,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,71.5
CMD00307,C0124,P050,2025-10-08,8,10.0,Site web,Carte bancaire,Livrée,2.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.91
CMD00218,C0078,P032,2025-04-06,2,5.0,Marketplace,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,100.56
CMD00790,C7777,P040,2025-07-31,3,10.0,Site web,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.73
CMD00038,C0130,P010,2025-10-30,2,0.0,Boutique,Carte cadeau,Livrée,4.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,21.87
CMD00314,C0135,P010,2025-05-17,3,20.0,Site web,PayPal,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,21.6
CMD00747,C0155,P054,2025-02-04,1,0.0,Site web,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.9
CMD00189,C0040,P005,2026-02-22,1,0.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.79
CMD00332,C0032,P053,2026-02-26,1,10.0,Site web,PayPal,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,27.7
CMD00037,C0141,P016,2025-09-01,3,30.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,115.8
CMD00901,C0147,P047,2025-12-15,1,,Marketplace,Carte bancaire,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.38
CMD00540,C0145,P028,2025-05-14,1,10.0,Marketplace,PayPal,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,211.88
CMD00928,C0146,P003,2025-07-31,6,10.0,Boutique,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.31
CMD00556,C0041,P013,2026-02-26,2,5.0,Application,PayPal,En cours,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,87.15
CMD00404,C0111,P065,2025-10-05,1,20.0,Application,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,91.07
CMD00700,C0098,P068,2025-08-15,1,10.0,Application,Carte bancaire,Retournée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00661,C0075,P064,2025-10-20,1,25.0,Marketplace,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,35.04
CMD00234,C0126,P073,2025-09-17,8,30.0,Site web,Carte bancaire,En cours,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.81
CMD00103,C0117,P020,2025-08-25,1,10.0,Application,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.5
CMD01027,C0148,P060,2026-01-09,1,5.0,Marketplace,PayPal,Annulée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,53.72
CMD00477,C0047,P012,2025-04-28,6,5.0,Site web,Carte cadeau,Annulée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,77.93
CMD01024,C0089,P066,2025-05-07,4,,Site web,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.07
CMD00066,C0060,P060,2025-03-11,4,20.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.02
CMD00722,C0102,P015,2025-04-15,3,0.0,Site web,PayPal,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,97.27
CMD00434,C0149,P054,2026-02-24,1,0.0,Marketplace,Virement,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.69
CMD00164,C0036,P042,2025-03-25,1,20.0,Application,Carte cadeau,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.0
CMD00264,C0054,P045,2026-01-08,1,10.0,Site web,Carte bancaire,Retournée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,50.59
CMD00232,C0086,P039,2025-07-08,3,0.0,Boutique,Carte bancaire,Livrée,5.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,89.98
CMD00470,C0123,P019,2026-02-18,10,0.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,123.29
CMD00236,C0153,P016,2025-12-31,5,0.0,Site web,Carte bancaire,Livrée,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,116.78
CMD00416,C0028,P072,2025-01-25,2,10.0,Site web,Virement,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,21.22
CMD00176,C0091,P070,2026-02-13,2,0.0,Site web,Carte bancaire,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,142.65
CMD00889,C0014,P058,2025-11-15,3,0.0,Boutique,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,100.58
CMD00992,C0033,P024,2025-06-30,1,0.0,Site web,Carte bancaire,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.26
CMD00303,C0085,P021,2025-11-30,1,5.0,Site web,Carte bancaire,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,73.69
CMD00072,C0059,P075,2025-07-09,2,15.0,Application,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.09
CMD00169,C0024,P003,2025-07-02,2,0.0,Site web,Carte bancaire,Livrée,3.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,59.17
CMD00456,C0121,P025,2025-12-01,1,10.0,Marketplace,PayPal,Retournée,3.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.56
CMD00090,C0022,P006,2025-12-12,1,,Application,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,37.33
CMD00118,C0090,P024,2025-02-06,1,0.0,Site web,Carte bancaire,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.18
CMD00322,C0127,P043,2026-03-23,1,0.0,Marketplace,Carte bancaire,Livrée,2.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00463,C0027,P049,2025-05-26,2,5.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,25.94
CMD00676,C0031,P033,2026-02-01,1,30.0,Application,Carte cadeau,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,77.28
CMD00460,C0137,P038,2025-12-10,4,0.0,Application,PayPal,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,66.86
CMD01032,C0159,P020,2025-09-01,1,15.0,Site web,PayPal,Retournée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.55
CMD00583,C0012,P009,2025-06-26,2,10.0,Application,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.08
CMD00062,C0021,P025,2025-03-06,1,10.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,35.73
CMD00760,C0011,P014,2026-02-27,2,10.0,Site web,PayPal,Livrée,3.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-1.0
CMD00187,C0077,P050,2025-07-12,8,5.0,Site web,PayPal,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.47
CMD00492,C0104,P041,2026-03-15,2,10.0,Application,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,4088.47
CMD00402,C0096,P018,2025-03-16,2,10.0,Marketplace,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,89.46
CMD00233,C0157,P056,2025-11-12,1,0.0,Site web,Virement,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,63.54
CMD00542,C0009,P066,2025-06-16,1,0.0,Boutique,PayPal,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.76
CMD00724,C0054,P043,2025-01-22,1,0.0,Site web,PAYPAL,Livrée,1.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
